FEATTYPE,SCALE,FACAFF,elevation,aspect,slope,landuse,Period,Years_befo,Main_Rock_,NDVI,distance,total_curv,plan_curv,prof_curv,Label
,,,137,299.965,25.5887,71,Jurassic,145-199,Tuff and Lava,0.273885,18528.32122,1.0566,0.654853,-0.401748,0
,,,495,323.746,19.3876,31,Jurassic,145-199,Granodiorite,0.187851,18528.91718,1.03203,0.507012,-0.525017,0
,,,18,275.194,0.855143,3,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.292511,18544.12099,-0.0491442,-0.027463,0.0216813,0
,,,31,126.254,1.43992,61,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.206092,18547.39583,0,-0.00779692,-0.00779692,0
,,,259,84.9079,15.3259,71,Jurassic,145-199,Tuff and Lava,0.399618,18548.73474,-0.184291,-0.149395,0.0348963,0
,,,35,350.538,12.9614,72,Jurassic,145-199,Tuff and Lava,0.282947,18550.60671,-0.331724,-0.171009,0.160715,0
,,,332,280.733,11.8838,71,Jurassic,145-199,Granitic Rocks,0.33481,18554.5895,0.34401,0.555521,0.211512,0
,,,111,26.5651,13.2622,71,Jurassic,145-199,Granodiorite,0.236932,18556.31875,-0.454584,-0.435646,0.0189381,0
,,,49,354.16,13.4458,71,Cretaceous,65-145,Tuff and Lava,0.253251,18572.51325,-0.368582,-0.0999739,0.268608,0
,,,514,324.428,27.6995,71,Jurassic,145-199,Tuff and Lava,0.228341,18573.548,0.34401,0.169722,-0.174288,0
,,,18,32.4712,2.01821,41,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.0985504,18585.9456,0.147433,0.0982885,-0.0491442,0
,,,56,215.388,13.5147,73,Jurassic,145-199,Tuff and Lava,0.34721,18591.86575,-0.270293,-0.149931,0.120363,0
,,,58,188.455,31.2407,73,Jurassic,145-199,Granitic Rocks,0.315638,18592.58477,-0.430012,-0.107301,0.322711,0
,,,513,82.5686,26.6342,71,Cretaceous,65-145,Tuff and Lava,0.310228,18600.89642,0.896882,0.0246109,-0.872271,0
,,,337,187.067,18.2386,73,Jurassic,145-199,Tuff and Lava,0.361356,18601.12697,-0.172005,-0.160666,0.0113385,0
,,,1,12.2648,1.82179,62,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.104703,18613.28052,0.0982885,0.0430012,-0.0552873,0
,,,67,344.578,4.64827,61,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.291849,18617.57575,0.0614303,0.037953,-0.0234773,0
,,,73,186.127,13.5262,71,Cretaceous,65-145,Granitic Rocks,0.349671,18629.84295,-0.147433,-0.214137,-0.0667046,0
,,,463,0,18.5278,71,Jurassic,145-199,Tuff and Lava,0.276097,18638.96836,-0.172005,-0.122582,0.0494224,0
,,,194,120.292,17.5436,71,Cretaceous,65-145,Granitic Rocks,0.305952,18653.56921,0.40544,0.236184,-0.169256,0
,,,10,255.256,1.52084,41,Jurassic,145-199,Tuff and Lava,0.222912,18662.36783,-0.0737164,-0.062695,0.0110213,0
,,,118,190.222,18.5233,72,Jurassic,145-199,Tuff and Lava,0.398648,18663.97518,0.221149,0.12298,-0.0981693,0
,,,17,343.179,3.47391,3,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.218776,18667.76127,-0.110575,-0.0247049,0.0858696,0
,,,284,262.152,24.9463,72,Jurassic,145-199,Tuff and Lava,0.294407,18672.78291,0.233435,0.0851158,-0.148319,0
,,,325,103.53,14.5697,73,Jurassic,145-199,Tuff and Lava,0.421496,18673.72979,-0.0245721,0.0252809,0.049853,0
,,,116,301.592,18.6711,71,Jurassic,145-199,Granitic Rocks,0.25318,18688.69098,0.196577,0.160878,-0.0356986,0
,,,21,176.009,3.33368,32,Jurassic,145-199,Tuff and Lava,0.311853,18701.64674,-0.0122861,-0.046687,-0.034401,0
,,,111,38.6598,7.88226,41,Jurassic,145-199,Granitic Rocks,0.171153,18704.03327,0.0122861,-0.104501,-0.116787,0
,,,582,156.666,8.53724,73,Jurassic,145-199,Tuff and Lava,0.359165,18704.87869,-0.184291,-0.0549805,0.12931,0
,,,323,219.746,9.47907,71,Jurassic,145-199,Tuff and Lava,0.283767,18705.62689,-0.393154,-0.229912,0.163242,0
,,,270,183.646,28.9193,73,Cretaceous,65-145,Granitic Rocks,0.340117,18710.76103,0.294865,0.265442,-0.0294233,0
,,,17,66.2505,2.1138,71,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.236331,18717.2151,0.0982885,0.0638875,-0.034401,0
,,,28,134.326,9.22736,3,Jurassic,145-199,Tuff and Lava,0.231771,18725.0827,-0.0614303,0.0677559,0.129186,0
,,,29,276.34,0.701094,61,Jurassic,145-199,Tuff and Lava,0.422983,18725.51,0.294865,0.197522,-0.0973434,0
,,,243,223.039,15.5989,72,Jurassic,145-199,Tuff and Lava,0.35915,18728.63161,0.184291,-0.0185144,-0.202805,0
,,,27,162.499,8.93826,72,Cretaceous,65-145,Granitic Rocks,0.1576,18758.14764,-0.319438,-0.102937,0.2165,0
,,,36,143.746,7.16354,51,Jurassic,145-199,Granitic Rocks,0.224641,18758.27551,-0.0491442,-0.0580567,-0.00891243,0
,,,295,47.2906,20.9331,71,Jurassic,145-199,Tuff and Lava,0.362516,18761.76011,-0.147433,0.00399975,0.151432,0
,,,194,149.525,23.4765,72,Jurassic,145-199,Tuff and Lava,0.415199,18780.27192,-0.122861,-0.0638067,0.0590539,0
,,,214,331.777,15.1877,71,Jurassic,145-199,Tuff and Lava,0.231873,18782.40684,0.87231,0.661312,-0.210998,0
,,,24,212.661,3.58211,72,Jurassic,145-199,Tuff and Lava,0.234363,18793.63194,0.258007,0.189674,-0.0683334,0
,,,7,195.255,0.882731,3,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.164165,18801.79102,-0.0368582,-0.0202359,0.0166223,0
,,,15,90,2.47611,3,Jurassic,145-199,Tuff and Lava,0.203813,18813.10423,-0.282579,-0.0806722,0.201907,0
,,,233,48.5615,24.7717,72,Jurassic,145-199,Tuff and Lava,0.27921,18827.05826,0.503728,0.436521,-0.0672079,0
,,,302,7.54323,16.6219,72,Jurassic,145-199,Tuff and Lava,0.366233,18835.25263,0.577445,0.474035,-0.10341,0
,,,298,155.815,13.8954,73,Jurassic,145-199,Tuff and Lava,0.375507,18845.26501,0.430012,0.239692,-0.19032,0
,,,187,336.413,11.826,72,Cretaceous,65-145,Red conglomerate and coarse sandstone with siltstone,0.266476,18853.30193,-0.122861,-0.0341612,0.0886994,0
,,,278,180.32,25.8173,73,Jurassic,145-199,Granitic Rocks,0.358501,18854.04024,-0.0737164,-0.147433,-0.0737164,0
,,,32,220.84,6.01609,72,Jurassic,145-199,Tuff and Lava,0.300513,18854.48251,0.0245721,0.0122861,-0.0122861,0
,,,48,247.932,3.08826,23,Jurassic,145-199,Tuff and Lava,0.142303,18861.04782,-0.0368582,-0.0221996,0.0146585,0
,,,352,342.797,21.6785,71,Cretaceous,65-145,Tuff and Lava,0.219211,18867.73986,-0.577445,-0.250599,0.326845,0
,,,94,4.15964,8.47703,71,Jurassic,145-199,Tuff and Lava,0.358118,18881.59413,0.282579,0.251031,-0.0315479,0
,,,265,172.278,17.8401,73,Jurassic,145-199,Tuff and Lava,0.362568,18884.0108,-0.0860024,0.0240666,0.110069,0
,,,405,129.184,11.7207,71,Jurassic,145-199,Tuff and Lava,0.323329,18890.2379,0.135147,0.0991113,-0.0360354,0
,,,117,343.072,11.0305,72,Cretaceous,65-145,Tuff and Lava,0.295759,18891.79271,-0.331724,-0.110181,0.221542,0
,,,307,169.854,7.43044,71,Jurassic,145-199,Tuff and Lava,0.382139,18892.03839,0.74945,0.352538,-0.396911,0
,,,26,120.579,3.95083,3,Jurassic,145-199,Tuff and Lava,0.0837793,18901.6194,-0.0368582,0.0593734,0.0962315,0
,,,317,152.407,20.3308,71,Jurassic,145-199,Tuff and Lava,0.321373,18903.18198,0.122861,0.0377894,-0.0850712,0
,,,29,138.973,7.85329,51,Jurassic,145-199,Tuff and Lava,0.287011,18913.43023,0.122861,0.129686,0.00682496,0
,,,213,55.7843,2.3395,73,Cretaceous,65-145,Red conglomerate and coarse sandstone with siltstone,0.257499,18916.76911,0.147433,-0.0552873,-0.20272,0
,,,38,285.732,11.2747,53,Jurassic,145-199,Tuff and Lava,0.12689,18920.64201,-0.34401,-0.0347173,0.309292,0
,,,59,322.561,12.2898,71,Jurassic,145-199,Tuff and Lava,0.294445,18923.26062,-0.319438,-0.159719,0.159719,0
,,,17,339.394,10.2298,51,Jurassic,145-199,Tuff and Lava,0.336462,18926.38027,-0.196577,-0.0324402,0.164137,0
,,,447,219.839,16.5639,72,Cretaceous,65-145,Tuff and Lava,0.354344,18930.16651,0.110575,0.0364195,-0.074155,0
,,,37,90,9.06008,71,Jurassic,145-199,Tuff and Lava,0.36784,18954.24495,0.0122861,-0.0452431,-0.0575292,0
,,,363,300.44,8.64491,72,Jurassic,145-199,Tuff and Lava,0.364513,18958.28585,-0.294865,-0.23389,0.060975,0
,,,93,286.425,13.6977,72,Jurassic,145-199,Tuff and Lava,0.263609,18967.71974,0.700305,0.452837,-0.247468,0
,,,30,348.254,7.9362,3,Jurassic,145-199,Tuff and Lava,0.254711,18977.39252,-0.0491442,-0.0108077,0.0383366,0
,,,14,88.8767,3.94328,3,Jurassic,145-199,Granodiorite,0.0825963,18977.80715,-0.0982885,-0.018983,0.0793055,0
,,,479,182.432,19.3062,73,Jurassic,145-199,Tuff and Lava,0.244691,18981.95476,0,-0.103707,-0.103707,0
,,,71,298.173,22.2593,71,Jurassic,145-199,Granitic Rocks,0.207671,18984.05955,-0.196577,-0.00465646,0.19192,0
,,,142,309.56,11.3966,71,Jurassic,145-199,Granitic Rocks,0.295348,18997.18315,0.356296,-0.0727713,-0.429067,0
,,,204,184.154,25.8761,72,Jurassic,145-199,Granitic Rocks,0.327487,19009.95184,0.0982885,0.0932018,-0.00508669,0
,,,126,82.3667,7.53382,71,Jurassic,145-199,Granitic Rocks,0.29604,19014.35388,-0.0860024,-0.0383814,0.047621,0
,,,453,149.789,13.8782,73,Jurassic,145-199,Tuff and Lava,0.399525,19025.18528,0.319438,0.170413,-0.149024,0
,,,1,55.008,3.77498,62,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.136867,19029.49225,0.135147,0.0653232,-0.0698235,0
,,,578,243.116,18.0428,73,Jurassic,145-199,Tuff and Lava,0.349827,19031.78548,0.172005,0.0909168,-0.081088,0
,,,18,208.61,9.61039,51,Jurassic,145-199,Tuff and Lava,0.337825,19032.35019,-0.393154,-0.131576,0.261577,0
,,,36,128.946,7.2288,41,Jurassic,145-199,Granitic Rocks,0.0791549,19043.24608,-0.135147,-0.0739009,0.0612458,0
,,,181,213.473,16.5133,41,Jurassic,145-199,Tuff and Lava,0.118605,19044.3465,0.430012,0.2347,-0.195312,0
,,,215,321.621,12.1602,71,Cretaceous,65-145,Red conglomerate and coarse sandstone with siltstone,0.266663,19053.50165,-0.0491442,-0.0169114,0.0322328,0
,,,461,282.108,22.7227,73,Cretaceous,65-145,Tuff and Lava,0.333546,19055.14856,-0.0245721,-0.128024,-0.103452,0
,,,232,165.426,22.728,71,Jurassic,145-199,Tuff and Lava,0.468836,19059.73289,-0.577445,-0.282878,0.294567,0
,,,46,0,0,51,Jurassic,145-199,Tuff and Lava,0.329846,19067.92647,-0.147433,-0.0979965,0.0494362,0
,,,4,205.017,1.28143,73,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.217153,19077.72948,-0.0122861,0.0202359,0.0325219,0
,,,246,82.0731,6.15197,71,Jurassic,145-199,Tuff and Lava,0.296232,19079.39869,1.0566,0.6496,-0.407001,0
,,,120,223.152,13.3385,72,Jurassic,145-199,Tuff and Lava,0.360545,19081.60367,-0.0737164,-0.0491442,0.0245721,0
,,,297,178.468,26.8205,73,Jurassic,145-199,Tuff and Lava,0.283758,19083.14011,0.491442,0.291501,-0.199942,0
,,,87,148.371,13.4768,2,Jurassic,145-199,Granitic Rocks,0.0862888,19086.45433,0.147433,-0.0651926,-0.212625,0
,,,261,327.44,21.7637,72,Jurassic,145-199,Tuff and Lava,0.236441,19087.07085,0,0.0552873,0.0552873,0
,,,44,293.875,10.2202,71,Jurassic,145-199,Granodiorite,0.374479,19100.64275,-0.0614303,0.0432514,0.104682,0
,,,0,202.989,5.53375,31,Jurassic,145-199,Granitic Rocks,0.101708,19102.31195,-0.516015,-0.334214,0.1818,0
,,,67,207.646,7.30228,73,Jurassic,145-199,Granitic Rocks,0.265029,19105.3409,0.172005,0.262598,0.0905933,0
,,,218,161.18,20.8664,71,Cretaceous,65-145,Tuff and Lava,0.376841,19110.07465,-0.896882,-0.372749,0.524133,0
,,,336,174.625,31.8111,73,Jurassic,145-199,Tuff and Lava,0.38751,19111.81611,-0.40544,-0.165646,0.239794,0
,,,1,45,0.32849,1,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.144518,19112.11454,0.0245721,0.00307151,-0.0215006,0
,,,361,144.114,19.8975,71,Jurassic,145-199,Tuff and Lava,0.393857,19115.89607,0.503728,0.272764,-0.230964,0
,,,157,13.2494,26.619,72,Jurassic,145-199,Tuff and Lava,0.345246,19127.00497,-0.638875,-0.0326588,0.606216,0
,,,198,158.962,17.7435,73,Jurassic,145-199,Tuff and Lava,0.421559,19133.17406,-0.196577,-0.0767597,0.119817,0
,,,140,159.609,28.8428,72,Jurassic,145-199,Granitic Rocks,0.387875,19140.87823,-0.40544,-0.272595,0.132845,0
,,,17,316.736,3.6103,3,Jurassic,145-199,Tuff and Lava,0.102722,19143.93144,-0.0614303,0.0115634,0.0729937,0
,,,61,40.8653,9.03637,72,Jurassic,145-199,Tuff and Lava,0.402527,19153.51991,-0.0737164,0.00818462,0.081901,0
,,,23,280.923,4.48557,72,Jurassic,145-199,Tuff and Lava,0.309094,19156.85881,0.380868,0.215541,-0.165327,0
,,,0,0,0,71,Jurassic,145-199,Tuff and Lava,0.221333,19178.91314,0,0,0,0
,,,126,108.02,6.72682,72,Jurassic,145-199,Granitic Rocks,0.304381,19183.97933,1.20403,0.567276,-0.636758,0
,,,5,274.399,2.01821,62,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.0225735,19194.48633,-0.540587,-0.220393,0.320194,0
,,,343,186.391,33.7296,73,Jurassic,145-199,Tuff and Lava,0.387552,19198.18425,-0.331724,-0.115074,0.216649,0
,,,58,31.5043,5.61235,72,Jurassic,145-199,Tuff and Lava,0.277546,19224.12149,0.319438,0.138952,-0.180485,0
,,,9,11.3099,0.394794,52,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.350111,19228.25104,0.135147,0.0737164,-0.0614303,0
,,,49,144.782,9.57668,2,Jurassic,145-199,Granitic Rocks,0.0589031,19238.69574,0.294865,0.18331,-0.111556,0
,,,123,197.676,21.1664,73,Jurassic,145-199,Tuff and Lava,0.316749,19248.28078,-0.393154,-0.277876,0.115278,0
,,,20,225,0.985384,41,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.255094,19249.14758,-0.0368582,-0.0221149,0.0147433,0
,,,59,316.061,11.664,71,Jurassic,145-199,Tuff and Lava,0.344258,19257.38626,-0.208863,-0.0641498,0.144713,0
,,,261,294.444,16.3787,71,Jurassic,145-199,Tuff and Lava,0.396996,19271.48171,-0.319438,-0.207063,0.112374,0
,,,228,4.98936,18.8723,71,Jurassic,145-199,Tuff and Lava,0.316463,19278.90314,0.307151,0.246884,-0.0602678,0
,,,143,307.2,8.0153,72,Cretaceous,65-145,Red conglomerate and coarse sandstone with siltstone,0.281369,19285.80578,0.319438,0.197896,-0.121541,0
,,,449,208.051,11.8476,73,Cretaceous,65-145,Tuff and Lava,0.35606,19299.03907,0.393154,0.210489,-0.182665,0
,,,15,113.009,6.11733,32,Jurassic,145-199,Granitic Rocks,0.273119,19302.79,-0.0614303,-0.0527989,0.00863141,0
,,,94,215.981,6.95044,71,Cretaceous,65-145,Tuff and Lava,0.288385,19305.25813,0.0982885,0.00122861,-0.0970599,0
,,,181,276.953,3.1947,73,Jurassic,145-199,Tuff and Lava,0.317973,19307.03049,0.712591,0.573334,-0.139258,0
,,,48,183.262,14.6404,3,Jurassic,145-199,Granitic Rocks,0.225103,19311.11789,0.393154,0.360334,-0.0328203,0
,,,415,148.717,14.0274,71,Jurassic,145-199,Tuff and Lava,0.339933,19328.58305,0.319438,0.281188,-0.0382495,0
,,,65,171.961,13.5804,31,Jurassic,145-199,Granitic Rocks,0.24861,19332.50114,-0.245721,-0.103735,0.141986,0
,,,57,317.951,20.3672,72,Jurassic,145-199,Tuff and Lava,0.240247,19340.6476,-0.417726,-0.176418,0.241308,0
,,,315,9.09028,7.79274,71,Jurassic,145-199,Tuff and Lava,0.325549,19342.56647,0.331724,0.0457584,-0.285965,0
,,,81,299.699,11.8609,72,Jurassic,145-199,Tuff and Lava,0.265613,19342.92981,-0.34401,-0.269028,0.0749817,0
,,,225,166.357,8.15106,71,Jurassic,145-199,Granodiorite,0.358673,19343.69326,0.282579,0.0499042,-0.232675,0
,,,483,355.03,14.014,73,Jurassic,145-199,Tuff and Lava,0.300863,19346.57593,-0.368582,-0.251229,0.117353,0
,,,77,271.606,16.1353,71,Jurassic,145-199,Tuff and Lava,0.264303,19348.47509,0.417726,0.291551,-0.126176,0
,,,204,189.851,12.9012,72,Jurassic,145-199,Tuff and Lava,0.366834,19361.37911,-0.294865,-0.247253,0.0476129,0
,,,26,326.16,15.9789,73,Jurassic,145-199,Tuff and Lava,0.213679,19365.46673,-0.159719,-0.00823415,0.151485,0
,,,155,139.785,23.5253,71,Jurassic,145-199,Tuff and Lava,0.429777,19381.27314,-0.491442,-0.34401,0.147433,0
,,,135,316.202,28.6652,71,Jurassic,145-199,Tuff and Lava,0.27945,19383.70247,-0.245721,-0.0430329,0.202688,0
,,,149,292.068,3.08826,61,Jurassic,145-199,Tuff and Lava,0.388156,19396.70018,-0.135147,-0.116138,0.0190086,0
,,,289,322.125,22.5878,71,Jurassic,145-199,Tuff and Lava,0.244486,19413.52649,0.196577,0.190426,-0.00615064,0
,,,84,0.444144,9.88897,72,Jurassic,145-199,Granitic Rocks,0.112411,19419.46206,1.47433,0.699133,-0.775194,0
,,,317,289.463,20.869,31,Jurassic,145-199,Tuff and Lava,0.325792,19431.72183,-0.356296,-0.3352,0.0210957,0
,,,35,200.422,20.9131,41,Jurassic,145-199,Tuff and Lava,0.190789,19439.38382,-0.0860024,0.147386,0.233389,0
,,,122,349.019,10.4512,2,Jurassic,145-199,Granitic Rocks,0.129258,19448.53025,-0.258007,-0.137867,0.12014,0
,,,182,296.209,25.9432,61,Jurassic,145-199,Granitic Rocks,0.312414,19452.61788,0.491442,0.456016,-0.0354263,0
,,,78,64.5367,10.68,71,Jurassic,145-199,Tuff and Lava,0.423041,19455.18893,-0.565159,-0.423002,0.142156,0
,,,73,42.9546,9.12573,61,Jurassic,145-199,Granitic Rocks,0.356366,19456.89322,0.368582,0.35619,-0.012392,0
,,,69,0,8.30346,71,Jurassic,145-199,Granitic Rocks,0.263438,19468.14948,-0.368582,0.0637945,0.432376,0
,,,245,258.433,13.2719,71,Jurassic,145-199,Tuff and Lava,0.359833,19479.09593,0.135147,-0.171865,-0.307012,0
,,,122,300.75,13.9522,72,Jurassic,145-199,Tuff and Lava,0.329374,19484.24147,-0.356296,-0.242051,0.114244,0
,,,718,317.423,26.4426,73,Jurassic,145-199,Tuff and Lava,0.226705,19491.4011,0.0614303,0.0311741,-0.0302562,0
,,,305,263.66,5.59121,71,Jurassic,145-199,Granitic Rocks,0.2844,19492.47183,-0.122861,0.0407538,0.163614,0
,,,232,181.801,12.1323,72,Jurassic,145-199,Granitic Rocks,0.304282,19504.59795,0.172005,0.16,-0.0120044,0
,,,-1,173.66,0.701094,62,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.282929,19511.26492,0.184291,0.122861,-0.0614303,0
,,,25,26.5651,3.8033,41,Jurassic,145-199,Granitic Rocks,0.216449,19520.91242,0.159719,0.139707,-0.0200116,0
,,,405,227.112,25.0149,73,Jurassic,145-199,Tuff and Lava,0.256502,19522.33366,0.663447,0.224251,-0.439196,0
,,,166,247.306,9.15299,72,Jurassic,145-199,Granitic Rocks,0.336103,19532.96494,-0.663447,-0.435727,0.227721,0
,,,484,355.914,16.8817,71,Cretaceous,65-145,Red conglomerate and coarse sandstone with siltstone,0.275667,19547.20112,-0.172005,-0.206462,-0.034457,0
,,,271,137.759,17.6204,71,Cretaceous,65-145,Tuff and Lava,0.411957,19549.68174,-0.847738,-0.519891,0.327847,0
,,,16,176.009,3.33368,72,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.212277,19551.98808,0.110575,0.0881705,-0.022404,0
,,,16,270,0.46455,32,Jurassic,145-199,Tuff and Lava,0.334592,19562.05085,0.0737164,0,0,0
,,,91,341.565,17.7707,71,Jurassic,145-199,Tuff and Lava,0.299324,19562.80687,-0.540587,-0.247648,0.292939,0
,,,135,340.201,21.5525,71,Jurassic,145-199,Tuff and Lava,0.345583,19576.01096,-0.135147,0.087478,0.222625,0
,,,18,198.65,12.8547,73,Jurassic,145-199,Tuff and Lava,0.112572,19578.65735,-0.135147,0.0723699,0.207517,0
,,,301,216.682,18.2769,71,Jurassic,145-199,Granodiorite,0.405258,19579.58464,0.135147,0.166901,0.0317547,0
,,,29,208.202,6.0396,41,Cretaceous,65-145,Granitic Rocks,0.0342409,19581.48008,-0.270293,-0.169056,0.101237,0
,,,31,269.236,5.78775,71,Jurassic,145-199,Tuff and Lava,0.334154,19589.58542,0.0982885,0.0952834,-0.0030051,0
,,,232,45,9.75932,71,Jurassic,145-199,Granodiorite,0.326935,19591.6073,0.0982885,0.0102069,-0.0880816,0
,,,-4,261.87,1.09485,62,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.0599494,19591.88463,-0.135147,-0.0245721,0.110575,0
,,,291,302.735,22.0399,71,Cretaceous,65-145,Tuff and Lava,0.330481,19596.21115,-0.356296,-0.258113,0.0981825,0
,,,49,73.6105,1.37174,41,Cretaceous,65-145,Granitic Rocks,0.0586075,19602.68996,-0.159719,-0.117079,0.0426399,0
,,,37,329.4,8.30697,52,Jurassic,145-199,Granitic Rocks,0.0922947,19614.50628,-0.208863,0.000929588,0.209793,0
,,,12,300.069,3.39575,41,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.016551,19614.5719,-0.184291,-0.0540587,0.130232,0
,,,8,333.435,0.346259,71,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.373176,19628.88395,-0.0491442,-0.0245721,0.0245721,0
,,,138,121.759,14.9496,71,Jurassic,145-199,Tuff and Lava,0.377092,19629.91589,0.946027,0.527935,-0.418091,0
,,,786,112.874,10.6327,72,Jurassic,145-199,Tuff and Lava,0.360232,19640.09896,-0.40544,-0.267009,0.138431,0
,,,66,295.292,7.74531,41,Jurassic,145-199,Granitic Rocks,0.172629,19641.38328,0.172005,0.0612056,-0.110799,0
,,,1,35.5377,0.66602,62,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.211027,19647.17646,0.221149,0.0555235,-0.165626,0
,,,690,36.9174,18.0672,72,Jurassic,145-199,Tuff and Lava,0.290594,19656.51244,-0.294865,-0.324147,-0.0292817,0
,,,19,296.565,1.38478,51,Jurassic,145-199,Tuff and Lava,0.295239,19660.40717,-0.184291,-0.0159295,0.168361,0
,,,168,217.049,19.0553,73,Jurassic,145-199,Tuff and Lava,0.246212,19663.22846,0.552873,0.358759,-0.194113,0
,,,195,317.509,25.6478,72,Cretaceous,65-145,Granitic Rocks,0.191419,19664.28036,0.380868,0.248151,-0.132717,0
,,,484,212.849,22.2236,73,Jurassic,145-199,Tuff and Lava,0.365155,19672.43207,0.0614303,0.0591214,-0.00230893,0
,,,23,270.881,5.02044,53,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.289736,19679.99217,0,0.0852372,0.0852372,0
,,,18,220.914,1.53651,41,Quaternary,0-1.8,"Superficial Deposits (Silt, sand and gravel)",0.131025,19686.61241,-0.122861,-0.0337867,0.0890739,0
,,,135,149.826,11.4006,72,Jurassic,145-199,Granitic Rocks,0.314915,19687.41866,0.626589,0.497649,-0.12894,0
,,,325,122.875,26.5836,72,Jurassic,145-199,Tuff and Lava,0.446411,19704.05695,-0.479156,-0.278789,0.200367,0
,,,238,120.504,22.0311,71,Cretaceous,65-145,Granitic Rocks,0.318412,19708.15317,0.0614303,0.0719615,0.0105312,0
,,,168,132.825,16.8133,72,Jurassic,145-199,Granitic Rocks,0.355632,19712.77077,0.159719,0.0528828,-0.106836,0
,,,180,116.565,10.6111,71,Cretaceous,65-145,Tuff and Lava,0.387256,19714.56335,-0.258007,-0.193972,0.0640349,0
,,,203,241.844,23.5232,71,Jurassic,145-199,Tuff and Lava,0.313123,19719.85582,0.258007,0.136269,-0.121738,0
,,,45,300.379,10.2986,72,Jurassic,145-199,Tuff and Lava,0.343386,19732.66001,-0.0245721,0.0589179,0.08349,0
